city1Id;city2Id;distance
1840009373;1840009517;0.9818590377442221
1840007239;1840008192;1.4100452475009468
1840007034;1840007207;1.456618556795153
1840009373;1840007207;0.7017803787510724
1840009132;1840007207;1.7863591184305534
1840007239;1840008143;1.6373525216030924
1840008143;1840007207;1.5052596619852625
1840011171;1840007207;2.100858919585028
1840007034;1840009517;2.4148707729400383
1840009373;1840007239;1.4855799305321735
1840000494;1840007034;0.6080827657482157
1840009373;1840007034;1.6673014964306816
1840007034;1840008192;0.28232798302683565
1840009132;1840008192;1.1765897543324024
1840007034;1840008143;0.12530015961682361
1840000494;1840007207;1.8714659841952717
1840000494;1840008143;0.48758459778790725
1840009373;1840008192;1.6539868469851777
1840009373;1840008143;1.7587115312068637
1840009517;1840007239;1.4223512154176179
1840009517;1840008143;2.474543598322731
1840011171;1840009517;3.0457711092595234
1840000494;1840009373;2.2132735235392786
1840009132;1840007239;2.286332270252946
1840011171;1840008192;0.8630466557492726
1840009132;1840007034;0.9190125570415166
1840011171;1840008143;0.6367717408930788
1840009517;1840007207;0.9819311228390771
1840009132;1840008143;1.0335947803660777
1840011171;1840007034;0.6498591385831194
